Region,Country,CountryID,Industry,Edition,Category,ParentID,Subcategory,ProductID,Lowest Level,Modelled,Hierarchy Level,Data Type,DataTypeID,Unit,Unit Multiplier,Current/Constant,Currency Conversion,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Asia Pacific,Vietnam,387,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,0.625865724,0.72600424,0.801108127,0.901246643,1.057713074,1.189144876,1.33935265,1.508336396,1.708613428,1.933925088,2.184271378,2.409583039,2.628636042,2.92905159,3.216949823,3.5424,4.1,5.44,6.4,7.52,8.3,8.8,9.36,9.89,10.26,10.89,13.64,16.39,21,22.7,27.15,31.5,36.5,41.5,45.25,49,52.20512821,54.95003287,57.43722079,59.60061074,61.49688831,63.17556919,64.64694057,65.9408713,67.08035412,68.08158102,68.96225806,69.73697262,70.41815685,71.01727885,71.54420726,72.00760076,72.41515048,72.7735791
Asia Pacific,Vietnam,387,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,51490.844,52250.324,53076.862,54023.152,55109.176,56317.461,57616.926,58959.045,60307.305,61647.642,62986.915,64333.357,65702.5,67101.583,68535.628,69987.617,71416.812,72769.366,74008.073,75117.209,76111.109,77020.331,77890.899,78758.01,79629.676,80500.625,81377.056,82262.996,83161.145,84075.58,85007.447,85951.912,86901.173,87848.445,88791.996,89730.274,90656.55,91562.821,92442.56,93292.501,94111.051,94895.613,95644.111,96355.053,97026.982,97659.476,98253.694,98811.715,99335.473,99825.234,100281.682,100707.805,101107.336,101483.205
Australasia,Australia,170,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,99.07003,99.26041,99.37482,99.5,99.53426,99.54777,99.6,99.6,99.6,99.6,99.61535,99.62888,99.64241,99.65595,99.66949,99.68303,99.69657,99.7,99.7,99.7,99.7,99.7,99.7,99.77,99.84,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
Australasia,Australia,170,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,14192.234,14359.255,14515.729,14695.356,14923.26,15184.247,15393.472,15579.391,15788.312,16018.35,16263.874,16532.164,16814.416,17065.128,17284.036,17494.664,17667.093,17854.738,18071.758,18310.714,18517.564,18711.271,18925.855,19153.38,19413.24,19651.438,19895.435,20127.363,20394.791,20697.88,21015.936,21384.427,21778.845,22065.317,22323.933,22708.8253,23098.63519,23493.56252,23893.7606,24299.30782,24710.19843,25126.67843,25548.56479,25975.59004,26407.42461,26843.69517,27283.74172,27726.41572,28171.19554,28617.5456,29064.98003,29513.762,29963.40694,30413.47854
Australasia,New Zealand,327,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,96.83897304,96.83912723,96.83931488,96.83954324,96.83982113,96.8401593,96.84057083,96.84107164,96.84168108,96.84242272,96.84332526,96.84442357,96.84576013,96.84738665,96.84936598,96.85177466,96.85470596,96.85827296,96.86261374,96.86789682,96.87432448,96.88214722,96.89167067,96.90324895,96.91734957,96.93452618,96.95535123,96.98080236,97.01182091,97.04906394,97.09533245,97.15140439,97.21665759,97.30354074,97.40372814,97.51029695,97.69451492,97.85457146,97.98985658,98.09642539,98.18573883,98.25933158,98.31921491,98.3687237,98.409387,98.44273265,98.47018103,98.49272711,98.51124713,98.52647257,98.5389818,98.54926062,98.55770807,98.56464929
Australasia,New Zealand,327,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,3194.136008,3191.798657,3190.863172,3198.239848,3216.553694,3243.686186,3276.097865,3308.200604,3336.150798,3358.541896,3377.373139,3396.206335,3420.156687,3452.663749,3495.06,3531.71,3572.28,3620.06,3673.46,3732.01,3781.27,3815.09,3835.03,3857.76,3880.46,3948.51,4027.2,4087.54,4133.86,4184.63,4228.28,4268.88,4315.79,4367.81,4405.08,4433.12,4471.05,4508.508226,4550.974237,4593.340093,4635.806104,4678.272116,4720.738126,4763.103981,4805.469838,4847.535226,4889.400303,4930.864756,4971.828433,5012.191174,5051.952982,5090.913544,5129.07286,5166.330776
Eastern Europe,Belarus,179,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,72.91,74.43113,76.181434,77.257651,77.904642,78.285649,78.50578,78.63072,78.700458,78.738775,78.759516,78.770584,78.776411,78.779439,80,80,79,78,77,78,78,79,79,79,80,82.42,86.06,91.4,95.1,96,96.83,97.7,97.93,98.4,98.73,98.94,99.15,99.34,99.49,99.6,99.63,99.63,99.63,99.63,99.658,99.6696,99.67752,99.687024,99.6984288,99.71211456,99.72293747,99.73360497,99.74482196,99.75638155
Eastern Europe,Belarus,179,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,9434.2,9491.5,9532.5,9591.757,9662.862,9736.056,9800.564,9869.369,9929,9986.4,10042.8,10089.7,10151.8,10188.9,10189.8,10198.3,10234.6,10243.5,10210.4,10177.3,10141.9,10093,10045.2,10002.5,9956.7,9900.4,9830.7,9762.8,9697.5,9630.4,9579.5,9542.4,9513.6,9500,9481.2,9465.15,9443.669949,9419.580198,9393.732112,9365.857134,9335.760047,9304.050245,9271.072137,9237.269555,9202.731591,9167.143866,9130.317271,9092.231919,9052.843991,9012.050299,8969.797163,8926.239136,8881.760353,8836.810149
Eastern Europe,Bosnia-Herzegovina,183,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,82.6684758,84.94755659,86.70866447,87.95179944,88.88415068,89.50571816,90.14800457,90.6348991,91.10107471,91.50509358,91.87803407,92.26133402,92.62391506,92.94505826,93.255842,93.52518791,93.76863518,93.98100407,94.16747432,94.2710689,94.34669294,94.37466348,94.37466348,94.7890418,95.20342013,95.20342013,96.03217678,96.2,97,97.37,97.6,97.875,98.15,98.425,98.7,97.63474185,97.72989614,97.81900196,97.90243871,97.98056263,98.05370812,98.12218903,98.18629983,98.24631679,98.30249904,98.35508958,98.40431629,98.45039277,98.49351929,98.53388352,98.57166137,98.60701765,98.6401068,98.6710735
Eastern Europe,Bosnia-Herzegovina,183,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,3937.28193,3970.349304,4004.075734,4039.961854,4077.250087,4113.922303,4151.298168,4194.066778,4245.92268,4312.10254,4394.048918,4474.581774,4519.92127,4498.413036,4389.7425,4194.357675,3945.420307,3702.059245,3523.013916,3441.911191,3459.24679,3549.736,3689.018,3753.085,3789.717,3813.167,3830.349,3837.414,3842.532,3842.65,3844.017,3843.846,3843.998,3844.046,3843.183,3839.694,3835.292681,3829.930442,3823.551033,3816.166023,3807.864972,3798.763571,3788.974739,3778.608035,3767.74739,3756.444639,3744.719946,3732.569198,3719.972655,3706.905459,3693.341659,3679.260174,3664.636472,3649.446526
Eastern Europe,Bulgaria,184,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,77.51637638,79.17744159,80.49760227,81.55785437,82.44676832,83.22912206,83.89495504,84.44384,84.8,84.7444,84.6891,84.6338,84.5785,84.5232,84.4679,84.4126,84.3573,84.302,84.2467,84.1914,84.1361,84.0808,84.0255,83.9702,83.91592428,87.1993,89.0636,90.7575,92.281,93.6341,94.8168,95.8291,97.2,97.4,98,97.4,98.6,98.8,98.93333333,99.18888889,99.28703704,99.36820988,99.4406893,99.48265604,99.5152592,99.53976742,99.55628044,99.56855118,99.57743317,99.5837108,99.58828253,99.59157108,99.5939274,99.59563017
Eastern Europe,Bulgaria,184,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,8754.198538,8780.233389,8805.462,8835.29554,8866.128846,8896.493474,8923.63365,8943.77554,8953.949319,8949.88,8926.427217,8890.774458,8839.968181,8767.308,8669.269,8595.465,8484.863,8395.539751,8307.957491,8229.480281,8159.080776,8095.913806,8037.8543,7984.192372,7936.901,7891.095,7840.841,7781.273,7711.049,7638.75,7572.673,7518.002,7467.119,7421.766,7369.431,7327.224,7284.552,7240.444863,7193.955826,7145.893513,7097.165884,7047.741984,6997.614607,6946.809518,6895.339893,6843.170905,6790.259404,6736.584372,6682.12315,6626.896546,6570.958096,6514.443992,6457.560824,6400.524698
Eastern Europe,Croatia,204,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,79.8,82,83.7,84.9,85.8,86.4,87.02,87.49,87.94,88.33,88.69,89.06,89.41,89.72,90.02,90.28,90.515,90.72,90.9,91,91.073,91.1,91,91.5,91.9,91.9,92.7,93.8,93.3,94.2,93.3,98,99,98.1,98.6,98.68510063,98.76506289,98.84019293,98.91077916,98.97709319,99.03939081,99.09791277,99.15288574,99.20452301,99.25302528,99.2985814,99.34136898,99.38155513,99.41929697,99.45474228,99.48802999,99.51929073,99.54864732,99.57621519
Eastern Europe,Croatia,204,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,4548.432,4570.709,4591.46,4598.095,4601.469,4621.548,4646.921,4669.587,4690.983,4711.852,4731.041,4748.45,4761.965,4772.556,4782.179,4595.866,4555.771,4645.155,4658.893,4581.167,4533.028,4536.812,4527.459,4497.735,4440.585863,4413.964874,4394.004442,4377.789679,4363.06796,4349.610017,4337.804671,4326.713124,4315.300669,4302.847,4289.857,4275.984,4262.14,4247.687837,4233.541609,4220.187623,4207.587208,4195.451609,4183.382336,4170.959756,4157.97052,4144.444015,4130.480667,4116.163238,4101.597072,4086.828846,4071.829383,4056.575491,4041.058739,4025.257791
Eastern Europe,Czech Republic,205,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,63.25510075,65.22663035,67.25171922,69.33172128,70.76735488,72.22476902,73.70425556,75.20610445,76.73062721,78.27812004,79.84886681,81.44324616,82.2391152,83.03489112,83.83091823,84.62672233,85.42221888,86.21899956,87.01413462,87.80870853,88.6093416,89.39953978,90.19243029,91.01124079,91.77013434,92.57110181,93.46767228,94.09752651,94.69429374,95.23870192,95.69281209,96.07264199,96.40082014,96.67751495,96.91196802,97.11180755,97.28109027,97.42479867,97.54690121,97.65049494,97.73844843,97.81312695,97.87651403,97.9303281,97.97601373,98.0147963,98.04772065,98.07567125,98.09939924,98.11954279,98.1366433,98.15116046,98.16348456,98.17394689
Eastern Europe,Czech Republic,205,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,10131.255,10184.111,10233.94,10276.597,10292.717,10303.5471,10305.65798,10303.9618,10302.1804,10300.98622,10299.66589,10298.89497,10299.14338,10300.60624,10304.607,10311.547,10319.596,10322.812,10316.86,10299.943,10282.636,10267.524,10252.92,10236.297,10219.645,10201.182,10192.649,10195.347,10198.855,10223.577,10254.233,10343.422,10425.783,10462.088,10486.731,10505.445,10516.125,10512.419,10509.696,10507.25796,10503.05787,10497.09384,10489.35912,10479.81702,10468.39806,10455.00209,10439.51576,10421.83608,10401.90359,10379.74307,10355.48017,10329.30983,10301.46777,10272.20154
Eastern Europe,Estonia,237,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,78.9,81,82.8,84,85.2,85.8,86,86.7,87,87.6,88,88,88.2,88.5,88.5,88.8,89.1,89.4,89.7,90.15704542,90.7039028,91.21772829,91.79369497,93.3,92.7,93.2,93.4,93.4,94,94.9016,95.992,97.078,97.9808,98.5,98.5,99.1,99.28648,99.4189888,99.50528013,99.56559694,99.62953275,99.66130472,99.6837942,99.69968252,99.71134667,99.72009165,99.72552519,99.72937841,99.73211347,99.73405932,99.73542208,99.73634191,99.73699091,99.73744766
Eastern Europe,Estonia,237,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,1444.522,1455.9,1464.476,1472.19,1482.247,1493.085,1503.743,1513.747,1523.486,1534.076,1546.304,1558.137,1565.662,1570.599,1567.749,1554.878,1511.303,1476.952,1448.075,1425.192,1405.996,1393.074,1379.237,1372.071,1363.231753,1353.473951,1345.189562,1335.855244,1328.496754,1319.173232,1310.138353,1307.216424,1305.097219,1303.228897,1298.288445,1294.214,1286.54,1279.649351,1273.383441,1267.74369,1262.044515,1256.239233,1250.297368,1244.190266,1237.903359,1231.438508,1224.786337,1217.925979,1210.844457,1203.541306,1196.029851,1188.349724,1180.560074,1172.723774
Eastern Europe,Georgia,248,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,43.49829297,45.51694599,47.32784372,48.85525574,49.92483522,50.89330711,51.60318756,52.24694456,52.87182172,53.46813665,54.04319516,54.59061713,55.13235109,55.64531677,56.10024764,56.44074508,56.87768271,57.63859564,58.09304371,58.4678459,58.82780765,59.17292896,59.56801525,59.9482611,60.41087464,60.8742302,61.55212245,61.7715807,62.05119723,62.34606193,62.56448538,62.73289063,62.89557417,63.05996433,65.00924363,71.6739159,77.38023124,78.97137201,79.90218057,81.27355802,82.27184693,83.18864552,84.10155245,84.88710646,85.61356744,86.28715686,86.8942692,87.4518144,87.96243856,88.42779459,88.85377386,89.24320705,89.59897607,89.92430426
Eastern Europe,Georgia,248,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,4679.934753,4704.779967,4736.401148,4770.454821,4803.570113,4839.736468,4877.791514,4918.890964,4961.022591,5006.040486,5050.89263,5093.436947,5123.038396,5145.424654,5172.838336,5186.213177,5070.86703,4929.9,4794.2,4674.5,4558.4,4504.9,4469.8,4435.2,4401.4,4371.5,4352.6,4315.2,4321.5,4401.292,4394.702,4382.07,4385.429,4436.391,4469.25,4497.617,4483.8,4468.929224,4453.461003,4437.50335,4420.773776,4403.075442,4384.412179,4364.806796,4344.283811,4322.869732,4300.66561,4277.83244,4254.548377,4230.941305,4207.099455,4183.155849,4159.295136,4135.692201
Eastern Europe,Hungary,261,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,70.31104112,71.16799425,72.0249488,72.88190435,73.73885362,74.59581244,75.45277101,76.30970142,77.1666889,78.02364672,78.88049267,79.73765135,80.59452016,81.45103051,82.3091274,83.1651266,84.02056155,84.88341807,85.73312419,86.58686641,87.47198762,88.28224255,89.14809308,90.12735126,90.71300732,91.74564469,93.06512577,93.88117425,94.76122062,95.5988806,96.30270138,96.75113234,97.1196345,97.4012556,97.60469156,97.76275809,97.88185505,97.97085495,98.03866298,98.08975648,98.12825674,98.15740522,98.17939453,98.19599417,98.20853813,98.21800719,98.22515768,98.23055834,98.23463615,98.23771559,98.24004113,98.2417972,98.24312332,98.24412475
Eastern Europe,Hungary,261,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,10625.259,10670.802,10698.841,10709.463,10715.638,10718.969,10714.028,10695.206,10657.42,10598.996,10529.28,10460.483,10404.832,10374.823,10373.153,10373.647,10365.035,10350.01,10336.7,10321.229,10301.247,10279.724,10253.416,10221.644,10200.298,10174.853,10142.362,10106.742,10082.549,10056.581,10046.158,10025.401,10010.975,9994.324,9965.722,9931.925,9908.798,9879,9849.544602,9820.015156,9790.349479,9760.418715,9730.13226,9699.376552,9668.113398,9636.312683,9603.950538,9570.937383,9537.219231,9502.758989,9467.575,9431.704348,9395.208693,9358.149536
Eastern Europe,Latvia,285,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,75.12300603,77.80952413,79.60053619,81.19254692,82.68505697,83.580563,84.17756702,84.47606903,84.77457105,85.17257373,85.57057641,85.96857909,86.2670811,86.56558311,86.79443465,87.09293666,87.38148861,87.67999062,87.95859249,88.31679491,88.69489745,89.073,90,91.5,93,94.5,96,97.5,99,99.12474,99.18223235,99.19215057,99.19215057,99.19215057,99.21099708,99.25068148,99.27946418,99.31917596,99.34797852,99.39665903,99.46424876,99.53188445,99.5716972,99.65135456,99.69382721,99.73543075,99.77339623,99.80720788,99.84017937,99.86661485,99.89080512,99.91255753,99.93204011,99.94951662
Eastern Europe,Latvia,285,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,2477.449,2492.697,2503.145,2508.761,2514.64,2524.202,2537.958,2554.063,2570.03,2587.716,2612.068,2641.097,2666.567,2668.14,2658.161,2643,2585.675,2540.904,2500.58,2469.531,2444.912,2420.789,2399.248,2381.715,2353.384,2320.956,2299.39,2276.52,2249.724,2227.874,2208.84,2191.81,2162.834,2120.504,2074.605,2044.813,2023.825,2005.2,1987.850844,1970.831016,1953.12001,1934.932332,1916.501677,1898.117974,1879.85794,1861.604025,1843.351852,1825.267768,1807.511326,1790.182595,1773.28379,1756.723554,1740.338812,1723.968313
Eastern Europe,Lithuania,295,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,75.96275431,79.23103448,81.70700431,83.48970259,84.6781681,85.17336207,86.16375,87.15413793,87.35221552,87.6493319,88.54068103,88.83779741,89.13491379,89.43203017,90.02626293,90.62049569,90.82847716,91.44251767,91.908,92,92,92,93,94,94,94,94,95,93,96,96,97,97.42292,97.64894117,97.79834405,97.88147265,97.9313922,97.95124852,97.96316232,97.96882137,97.97289192,97.97507611,97.97726031,97.97904738,97.98222439,97.98490499,97.98730761,97.98975391,97.99225263,97.99489368,97.99742753,97.99993204,98.00245693,98.00499753
Eastern Europe,Lithuania,295,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,3342.533,3367.538,3391.49,3404.194,3422.21,3443.684,3470.673,3499.711,3528.698,3560.388,3597.439,3635.295,3674.802,3693.708,3701.968,3706.299,3693.929,3671.296,3642.991,3615.212,3588.013,3562.261,3536.401,3512.074,3486.998,3454.637,3431.497,3398.929,3355.22,3289.835,3249.983,3212.605,3183.856,3141.976,3052.588,3003.641,2971.905,2944.459,2920.107518,2897.440418,2876.264582,2855.961442,2835.924244,2816.246527,2797.08666,2778.188851,2759.320438,2740.400586,2721.347428,2702.112393,2682.675811,2663.053952,2643.280924,2623.399468
Eastern Europe,Macedonia,300,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,62.80606996,64.34113988,65.23456561,67.08294924,67.97171859,70.02573896,71.43962229,72.95649534,74.4702632,76.61498562,78.75534413,80.43812027,82.66422644,84.33479969,85.93447421,87.44587246,88.85609708,90.15675822,91.42802862,92.4166782,93.31775959,94.23392821,95.13642584,95.78611713,96.24207031,96.63461719,97.05745084,97.43782629,97.76551704,98.2,98.3,98.1,98.4,98.9,98.6,99.2,98.36089914,98.4120494,98.45276264,98.48498268,98.51033641,98.53017477,98.54561091,98.55755521,98.56674681,98.57378155,98.57913643,98.58319069,98.58624385,98.58853093,98.59023513,98.59149836,98.59242984,98.59311315
Eastern Europe,Macedonia,300,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,1836.622905,1858.668019,1878.488582,1893.92898,1903.97111,1909.431595,1912.186896,1914.98958,1919.668722,1927.371129,1937.138133,1946.242281,1950.850838,1948.551807,1941.861967,1935.468121,1931.723496,1936.741,1947.89,1958.92,1969.73,1980.2,1990.23,1999.7,2008.51,2016.53,2023.654,2029.892,2035.196,2038.514,2041.941,2045.177,2048.619,2052.722,2057.284,2059.794,2062.294,2064.58901,2066.493461,2067.919329,2068.885485,2069.425211,2069.55303,2069.284424,2068.624611,2067.560169,2066.060068,2064.082942,2061.5905,2058.562175,2055.000153,2050.909661,2046.298043,2041.176683
Eastern Europe,Poland,333,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,79.57,83.06,86.4,89,91.08,92.48,93.6,94.49,95.2,95.72,96.12,96.417,96.661,96.926,97.177,97.44,97.7,98,98.3,98.4,97.4,98,97.9,97.3,97.8,98,97.5,97.7,97.3,98.6,98.9,98.8,98.5,98.9,98.6,98.9,98.92743948,98.95296694,98.97674665,98.99892598,99.01963739,99.03900023,99.05712225,99.0741009,99.09002449,99.10497319,99.11901992,99.13223108,99.14466725,99.15638381,99.1674314,99.17785644,99.18770153,99.1970058
Eastern Europe,Poland,333,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,34527.9,34850.2,35081,35413.434,35734.865,36062.309,36398.652,36744.964,37063.303,37340.467,37571.771,37764.318,37884.655,37988,38073,38144,38203,38239,38265,38284,38294,38290,38277,38263.303,38253.955,38242.197,38248.531,38270.608,38293.835,38317.055,38325.479,38355.641,38415.876,38487.329,38529.866,38538.447,38533.299,38525.82944,38516.09008,38503.15229,38486.3683,38465.05745,38438.70449,38406.77546,38368.76651,38324.17065,38272.30423,38212.4086,38143.77177,38066.04908,37979.10085,37882.56693,37775.88815,37658.56867
Eastern Europe,Romania,341,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,50.5,51,51.8,52,52.9,53.5,54.08734224,54.97165012,55.86869792,56.77861281,57.70152135,58.63754943,59.5868222,61,62,62.32746506,63.3,65,66.95154138,67.30975685,66.94013584,68.48047514,67.98252472,68.07995549,69.43799538,74.42923014,78.35679712,82,86,89.6,86,83.1,82.7,80,78.9,80.9,82.3,82.93888889,84.06080247,84.93880316,85.67180403,86.43094713,87.08932064,87.68668661,88.24637622,88.75066208,89.21214581,89.63588447,90.02185899,90.37496924,90.69797575,90.9930011,91.2627628,91.50937213
Eastern Europe,Romania,341,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,21548.151,21742.924,21937.776,22132.67,22281.894,22424.246,22527.235,22593.72,22687.374,22778.624,22895.058,23003.802,23111.521,23211.395,23192.274,22810.035,22666.373,22558.5705,22449.7315,22319.223,22176.7845,22067.6355,22007.6215,21964.4475,21924.5035,21833.483,21670.198,21459.428,21235.944,21039.757,20852.799,20687.267,20532.584,20393.314,20248.167,20096.049,19957.761,19822.15624,19688.57036,19557.55311,19427.10786,19296.64883,19165.64898,19033.39949,18899.56344,18763.84449,18626.05483,18486.18264,18344.28878,18200.54086,18055.1585,17908.35202,17760.37332,17611.47795
Eastern Europe,Russia,344,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,81.6,85.2,87,87.9,89.1,90,90.3,90.7,91.5,92.1,92.54,92.9,93.24,93.57,93.93,94.26,94.61,94.92,95.2,95.48,95.8,96.1,96.4,96.78,97.1,97.44,97.74,98,98.20127514,98.38248083,98.54558234,98.69235945,98.82442255,98.94322772,99.0500906,99.14619925,99.23262591,99.31033785,99.38020729,99.44302039,99.49948552,99.55024079,99.59586079,99.63686287,99.67371265,99.70682918,99.7365895,99.76333278,99.78736412,99.8089579,99.82836087,99.8457949,99.86145945,99.87553387
Eastern Europe,Russia,344,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,135503.7,136455.1,137389.2,138126.6,138839.2,139603.8,140529.8,141582.6,142539,143527.8,144783.8,145988.3,147021.9,147665.1,148273.7,148514.7,148561.7,148355.9,148459.9,148291.6,148028.6,147802.1,147539.4,146890.1,146303.6,145649.3,144944.8,144233.2,143628.1,143020.8,142627.3,142544.2,142568,142713.5,142865.5,143056.4,143387.3,143710,144018.1,144320.6,144597.4,144855.5,145080.2,145251.2,145388.6,145482,145536.2,145560.8,145556.4,145517.5,145450.8,145366.1,145269.6,145168
Eastern Europe,Serbia,408,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,86.58187953,88.43720552,89.91175836,91.09600644,92.08887845,92.96272809,93.70642992,94.31950671,94.71731945,94.65521706,94.59344975,94.53168244,94.46991513,94.40814782,94.34638052,94.28461321,94.2228459,94.16107859,94.09931128,94.03754397,93.97577666,93.91400936,93.85224205,93.79047474,93.7298515,94.10477091,94.58,95.8,95,95,95.9,96.3,97.22,97.19,97.7,97.7,97.83333333,98.01203704,98.09871399,98.20946788,98.3139497,98.39781432,98.48089775,98.55629494,98.62361306,98.68633493,98.74340081,98.79537467,98.84308622,98.88662825,98.92641365,98.96281337,98.99607091,99.02647165
Eastern Europe,Serbia,408,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,7831.300119,7805.598782,7777.569818,7747.920116,7717.354588,7686.727777,7656.880055,7628.699637,7603.046899,7580.694228,7562.375806,7548.853958,7540.894086,7539.213653,7544.575803,7556.882735,7572.62296,7587.440556,7597.013869,7596.420684,7580.004847,7549.23062,7516.076538,7491.946681,7470.606791,7461.223807,7444.0091,7426.949263,7415.324041,7386.514173,7359.59761,7327.921843,7298.085575,7271.138502,7237.370172,7203.448512,7168.590797,7134.257256,7098.832501,7062.456727,7025.254884,6987.327466,6948.735431,6909.532367,6869.714226,6829.269789,6788.154092,6746.316154,6703.685374,6660.19109,6615.757768,6570.326375,6523.866304,6476.348973
Eastern Europe,Slovakia,354,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,58.03246174,60.2370456,62.39834533,64.50870235,66.56123719,68.54991981,70.46961503,72.31610369,74.08608084,75.7771334,77.38770011,78.9,79.8702,80.297,80.181,79.5222,78.3206,76.5762,74.289,71.4546348,71.84742225,72.95053954,76.38676339,78.85282768,82.35553039,85.49052735,88.52511533,91.74921122,93.48878174,94.82182414,95.87127561,96.55828634,97.06987044,97.44454482,97.70675636,97.89816803,98.03621763,98.13482976,98.20617533,98.25750988,98.29439192,98.32098561,98.34012066,98.35388912,98.36380532,98.37094194,98.37607882,98.37977711,98.38243907,98.38435526,98.38573466,98.38672759,98.38744234,98.38795686
